route_id,source_lat,source_lon,dest_lat,dest_lon,distance_km,duration_min,num_turns,weather,temperature_C,time_of_day,day_of_week,label,traffic_density
"(30.764842, 76.811954)-(30.748924, 76.788208)-R84",30.77073464,76.7748396,30.73504837,76.79722483,6.473 ,3.5794180 ,7,foggy,20,morning,Thursday,1,237
"(30.74446, 76.77753)-(30.753038, 76.738349)-R57",30.70850088,76.78545115,30.71314155,76.74872799,6.537 ,12.72812026,4,rainy,26,evening,Thursday,1,198
"(30.774978, 76.700849)-(30.685015, 76.794427)-R14",30.727458,76.78691823,30.77478005,76.80347399,8.565 ,7.790165827,9,foggy,16,night,Thursday,1,232
"(30.712551, 76.809873)-(30.767332, 76.828405)-R15",30.71104598,76.76785921,30.70086348,76.76333306,2.225 ,12.83480292,8,foggy,16,afternoon,Thursday,1,61
"(30.778242, 76.747345)-(30.75273, 76.848193)-R25",30.73978802,76.8220164,30.70768852,76.78017803,7.543 ,1.127665028,6,sunny,31,evening,Thursday,1,220
"(30.778171, 76.737386)-(30.767699, 76.80283)-R82",30.77323507,76.7368153,30.72438059,76.81807547,13.108 ,4.541606308,10,foggy,17,afternoon,Thursday,1,284
"(30.675378, 76.755813)-(30.690178, 76.841291)-R19",30.77455557,76.75338836,30.69832607,76.80518435,10.951 ,6.86184243,5,foggy,18,night,Thursday,1,343
"(30.694129, 76.816306)-(30.760318, 76.73835)-R2",30.72436268,76.78524183,30.72357962,76.80322875,3.341 ,8.394343435,9,sunny,30,afternoon,Thursday,1,118
"(30.755838, 76.817367)-(30.738141, 76.774486)-R43",30.71028881,76.77020564,30.73534413,76.74315094,4.442 ,5.328399476,2,cloudy,23,night,Thursday,1,145
"(30.731791, 76.81263)-(30.746818, 76.73248)-R58",30.73504503,76.75874956,30.76633814,76.814655,7.776 ,5.157123339,2,rainy,25,night,Thursday,1,184
"(30.767607, 76.730384)-(30.771493, 76.701442)-R5",30.74059493,76.81855298,30.69325985,76.75677107,9.564 ,15.90232528,9,sunny,31,morning,Thursday,1,224
"(30.697929, 76.731041)-(30.693503, 76.742676)-R92",30.74340737,76.77098326,30.73125475,76.76027347,3.549 ,3.06579446,5,rainy,26,morning,Thursday,1,105
"(30.744054, 76.804369)-(30.769738, 76.768865)-R6",30.71972504,76.7633981,30.70095384,76.82137861,9.559 ,2.891174406,7,sunny,32,night,Thursday,1,259
"(30.75398, 76.737817)-(30.699729, 76.849093)-R39",30.73708933,76.80154427,30.77304255,76.7603497,6.747 ,5.843936412,10,foggy,19,night,Thursday,1,322
"(30.709013, 76.843599)-(30.778332, 76.788341)-R16",30.69459348,76.81799794,30.76681197,76.74353818,13.148 ,6.49677969,8,rainy,24,night,Thursday,1,448
"(30.741235, 76.747344)-(30.750183, 76.724821)-R44",30.73651518,76.73929608,30.7691075,76.7615527,5.465 ,6.173037041,8,cloudy,27,evening,Thursday,1,81
"(30.731791, 76.81263)-(30.746818, 76.73248)-R58",30.76156929,76.78674097,30.71469361,76.75265679,8.197 ,9.834745705,10,rainy,26,morning,Thursday,1,268
"(30.715088, 76.805943)-(30.720932, 76.701038)-R74",30.7551122,76.78319743,30.70396289,76.82383255,11.357 ,15.77286654,3,rainy,25,night,Thursday,1,235
"(30.688784, 76.841932)-(30.680095, 76.725403)-R42",30.76017856,76.80425923,30.71609278,76.7637362,7.764 ,7.813066388,2,sunny,29,morning,Thursday,1,241
"(30.68584, 76.83702)-(30.684174, 76.824779)-R50",30.72361979,76.7358381,30.73633814,76.81796886,12.452 ,9.521726976,5,foggy,18,afternoon,Thursday,1,225
"(30.759621, 76.734197)-(30.749231, 76.724085)-R11",30.76165897,76.75098806,30.68863214,76.75332141,11.559 ,11.91615747,2,sunny,32,night,Thursday,1,366
"(30.753087, 76.785405)-(30.729548, 76.758513)-R95",30.69411131,76.78650553,30.7649792,76.78560927,12.722 ,9.394799514,5,foggy,19,morning,Thursday,1,332
"(30.678591, 76.82567)-(30.728887, 76.735762)-R72",30.76639112,76.77285514,30.74303854,76.77901868,3.673 ,4.943962094,10,cloudy,23,evening,Thursday,1,144
"(30.7415, 76.7794)-(30.7221, 76.7417)-R3",30.76585254,76.78727024,30.7265397,76.81001471,8.309 ,7.147046139,2,rainy,22,night,Thursday,1,244
"(30.673086, 76.80495)-(30.775612, 76.718315)-R35",30.73608061,76.77459428,30.70062127,76.79245909,6.158 ,8.548044356,2,foggy,17,afternoon,Thursday,1,329
"(30.678683, 76.728579)-(30.773419, 76.773591)-R68",30.71106031,76.75765107,30.74725798,76.74218196,5.689 ,10.13544474,3,cloudy,27,afternoon,Thursday,1,152
"(30.768189, 76.842776)-(30.769554, 76.798122)-R76",30.76525398,76.73817507,30.72201546,76.78523022,8.590 ,13.81484097,6,foggy,16,afternoon,Thursday,1,334
"(30.712, 76.7735)-(30.7343, 76.7795)-R3",30.74276146,76.80643911,30.740373,76.81923177,3.592 ,1.453724549,6,sunny,30,night,Thursday,1,90
"(30.769307, 76.770745)-(30.734492, 76.712339)-R54",30.69207894,76.82073666,30.76724677,76.75543421,14.393 ,16.28768367,8,sunny,31,morning,Thursday,1,460
"(30.719544, 76.776409)-(30.752395, 76.785044)-R33",30.6971948,76.76095161,30.76443225,76.73771191,10.419 ,5.111016299,3,cloudy,26,afternoon,Thursday,1,259
"(30.725692, 76.786078)-(30.724465, 76.766986)-R37",30.75255344,76.76600856,30.7015424,76.752591,8.355 ,9.103607959,3,rainy,23,night,Thursday,1,244
"(30.695522, 76.745639)-(30.730066, 76.72277)-R30",30.75917897,76.74833919,30.73990473,76.79559515,7.572 ,7.323248144,2,foggy,16,morning,Thursday,1,219
"(30.752045, 76.84554)-(30.762521, 76.786031)-R73",30.73870262,76.81828051,30.70254023,76.79502926,6.915 ,3.191495667,8,rainy,24,morning,Thursday,1,164
"(30.761441, 76.833746)-(30.69292, 76.815273)-R62",30.69875646,76.73503609,30.71470997,76.79882904,8.482 ,6.831427523,7,rainy,26,morning,Thursday,1,186
"(30.753447, 76.828497)-(30.683224, 76.829464)-R59",30.73029539,76.7453024,30.77061575,76.80963616,9.281 ,5.557620619,8,foggy,17,afternoon,Thursday,1,229
"(30.712711, 76.727387)-(30.752196, 76.798835)-R79",30.7723325,76.79924746,30.69033334,76.76812304,14.168 ,10.29698093,9,cloudy,27,morning,Thursday,1,390
"(30.712711, 76.727387)-(30.752196, 76.798835)-R79",30.76974831,76.82176499,30.72851473,76.76676352,9.274 ,5.77496311,8,foggy,16,evening,Thursday,1,134
"(30.684419, 76.754055)-(30.771858, 76.818648)-R66",30.77636402,76.76335348,30.76769848,76.76955956,1.497 ,10.96974276,10,cloudy,24,evening,Thursday,0,41
"(30.688784, 76.841932)-(30.680095, 76.725403)-R42",30.76529032,76.81615161,30.73719029,76.81193948,6.473 ,11.12830862,4,cloudy,27,afternoon,Thursday,1,71
"(30.697812, 76.827235)-(30.726688, 76.774519)-R22",30.69904085,76.77000618,30.72970376,76.75460551,5.581 ,0.6417539 ,9,rainy,22,evening,Thursday,1,151
"(30.684419, 76.754055)-(30.771858, 76.818648)-R66",30.7046507,76.74622639,30.70927324,76.76974098,3.394 ,5.124358517,7,rainy,22,evening,Thursday,1,74
"(30.723326, 76.723272)-(30.680453, 76.789422)-R91",30.7234077,76.80383773,30.69229929,76.79516175,5.847 ,14.42122658,5,rainy,25,night,Thursday,1,218
"(30.757448, 76.845699)-(30.735791, 76.761365)-R94",30.69618963,76.79877833,30.77424323,76.77783172,12.712 ,7.372144011,5,sunny,28,morning,Thursday,1,445
"(30.715088, 76.805943)-(30.720932, 76.701038)-R74",30.70309692,76.81314324,30.77399324,76.74513631,12.183 ,1.681566046,2,sunny,31,evening,Thursday,1,395
"(30.719544, 76.776409)-(30.752395, 76.785044)-R33",30.73607848,76.80678636,30.76079521,76.77153707,5.438 ,10.0929569,6,cloudy,27,evening,Thursday,1,262
"(30.753087, 76.785405)-(30.729548, 76.758513)-R95",30.75691353,76.74442384,30.74555294,76.76860119,3.796 ,8.950284166,3,rainy,23,morning,Thursday,1,149
"(30.7192, 76.7636)-(30.7035, 76.8024)-R1",30.77677532,76.79190328,30.73339123,76.81230027,6.672 ,3.781963161,10,foggy,19,morning,Thursday,1,95
"(30.75398, 76.737817)-(30.699729, 76.849093)-R39",30.71599758,76.80560797,30.73072014,76.80436919,2.651 ,3.633234496,7,rainy,24,afternoon,Thursday,1,105
"(30.733605, 76.803513)-(30.747732, 76.755807)-R64",30.75445698,76.80036598,30.71271584,76.77099138,7.805 ,11.63930518,4,rainy,23,night,Thursday,1,188
"(30.691405, 76.772272)-(30.777791, 76.796361)-R48",30.70023344,76.82081885,30.74284574,76.7778137,7.663 ,11.03735189,8,rainy,26,evening,Thursday,1,291
"(30.71832, 76.712983)-(30.772334, 76.76188)-R1",30.76168365,76.81309477,30.73693332,76.78247945,5.383 ,6.746589028,10,rainy,24,morning,Thursday,1,85
"(30.769307, 76.770745)-(30.734492, 76.712339)-R54",30.75506312,76.81010212,30.73539795,76.74654667,8.644 ,1.811363846,2,sunny,29,afternoon,Thursday,1,154
"(30.733605, 76.803513)-(30.747732, 76.755807)-R64",30.7113351,76.74852908,30.77264843,76.7922318,10.605 ,9.725411045,7,rainy,24,night,Thursday,1,259
"(30.753447, 76.828497)-(30.683224, 76.829464)-R59",30.69519205,76.79088578,30.72572669,76.79931537,5.618 ,10.02456941,3,rainy,24,afternoon,Thursday,1,161
"(30.719544, 76.776409)-(30.752395, 76.785044)-R33",30.75799816,76.79054168,30.74266971,76.81697307,3.072 ,6.501938789,3,cloudy,23,evening,Thursday,0,24
"(30.763424, 76.781325)-(30.694677, 76.812709)-R17",30.77749169,76.76487491,30.72305369,76.7582314,9.682 ,7.224126429,10,cloudy,25,morning,Thursday,1,339
"(30.7522, 76.8008)-(30.752, 76.81)-R3",30.75005141,76.80572301,30.71912911,76.82094191,4.912 ,8.438089599,7,rainy,26,morning,Thursday,1,110
"(30.773772, 76.823636)-(30.702021, 76.708321)-R88",30.70384271,76.7811505,30.7499983,76.74921864,6.533 ,6.40013599,6,foggy,20,morning,Thursday,1,284
"(30.730489, 76.733863)-(30.778029, 76.783869)-R24",30.73494864,76.74991081,30.68854311,76.7443944,8.073 ,11.3550288,3,foggy,20,morning,Thursday,1,193
"(30.69066, 76.825486)-(30.678717, 76.839491)-R93",30.76654373,76.80359127,30.73712594,76.82439083,7.786 ,9.076268634,6,cloudy,24,morning,Thursday,1,168
"(30.739076, 76.80385)-(30.738531, 76.723897)-R85",30.7615175,76.74563882,30.74245878,76.7447196,2.891 ,4.307186192,9,cloudy,23,morning,Thursday,1,111
"(30.697812, 76.827235)-(30.726688, 76.774519)-R22",30.76237092,76.73484426,30.73064274,76.81141728,11.301 ,3.050894752,9,sunny,28,evening,Thursday,1,303
"(30.69066, 76.825486)-(30.678717, 76.839491)-R93",30.74195058,76.74572346,30.70887502,76.73959506,7.117 ,9.788881813,9,foggy,17,evening,Thursday,1,163
"(30.673086, 76.80495)-(30.775612, 76.718315)-R35",30.72903375,76.75319214,30.75646751,76.74713157,4.269 ,11.87609734,9,sunny,31,morning,Thursday,1,156
"(30.745588, 76.815893)-(30.752385, 76.812538)-R67",30.77679235,76.81387533,30.71364727,76.80449981,11.433 ,6.699719973,10,cloudy,27,afternoon,Thursday,1,156
"(30.7192, 76.7636)-(30.7035, 76.8024)-R1",30.7602152,76.73529772,30.73577908,76.82173336,12.061 ,4.559261863,4,cloudy,26,evening,Thursday,1,232
"(30.753447, 76.828497)-(30.683224, 76.829464)-R59",30.75612642,76.79976061,30.77525417,76.81699999,4.414 ,12.72435876,5,rainy,23,morning,Thursday,1,69
"(30.697929, 76.731041)-(30.693503, 76.742676)-R92",30.69882688,76.78524599,30.73405717,76.75587697,6.156 ,10.8322103,9,rainy,23,evening,Thursday,1,204
"(30.733605, 76.803513)-(30.747732, 76.755807)-R64",30.77739996,76.79072537,30.70101772,76.74015334,7.404 ,4.393862671,2,rainy,24,night,Thursday,1,373
